language,location,message
ja,21世紀 地球,RT @raurublock: なるほど、金持ちがノートルダム大聖堂修復のために寄付すると、実は節税のメリットも結構でかいのか。その分社会保障に回る財源も減るとなると、確かに貧乏人は怒るわな https://t.co/eEuv1tkEOF
es,venezuela,"700 millones de euros para reconstruir Notre Dame, CERO euros para ayudar a Haití - https://t.co/zsxSY2zQor"
en,"Jefferson, GA","RT @KassandraSeven: “A fundraising effort to support 3 historically black Louisiana churches burned down in recent arson attacks has seen a tremendous surge in support in the wake of a fire at the Notre Dame Cathedral, raising more than $1.9 million in donations as of Friday” https://t.co/c0ZSXjo6XO"
en,"New York, USA","RT @Kater81SI: NBC News: Nôtre-Dame-Feuer an zwei verschiedenen Stellen gleichzeitig ausgebrochen:

""The fire started up near the roof top, while another fire started in the north bell tower,"" Picaud told NBC News. https://t.co/LBMltbrdes"
es,"Santiago, Chile","RT @pamfoundation: I billion € 
to rebuild the Notre Dame already raised. 
🤔That was easy. 
Merci billionaires-
I thought the Catholic Church had enough money. 
Thriving by the wishful tidings of the poor, https://t.co/YMfIEsfR41"
fr,"Manhattan, NY","RT @ChLECHEVALIER: La #Macronie est un petit monde anti-chrétien.
On y vomit l'Église catholique, sans jamais parler d'autres cultes.

On y nomme des ministres étrangers.
On hurle médiatiquement sur 3 lardons &amp; 1 banderole.

On ""protège les lieux 2 culte"".
Sauf Saint Denis &amp; Notre-Dame, bien sûr..."
en,"Alexandria, VA ","RT @Eric0Lawton: Since @DisneyStudios made Pocahontas, I'm wondering what donations they made for Indigenous sacred places destroyed by colonialism?

https://t.co/2A160p8L8B"
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
ja,"London, England",RT @raurublock: なるほど、金持ちがノートルダム大聖堂修復のために寄付すると、実は節税のメリットも結構でかいのか。その分社会保障に回る財源も減るとなると、確かに貧乏人は怒るわな https://t.co/eEuv1tkEOF
en,#ERROR!,"RT @leloveluck: Notre Dame might command the headlines, but spare a thought for the Syrian &amp; Iraqi cities that had their hearts ripped by air strikes &amp; militancy. They will not have the luxury of similar reconstruction efforts. Here’s a video from a recent eve in western Mosul: https://t.co/ZpTFWLGVwA"
en,Hertfordshire,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
de,"Bayern, Deutschland",RT @MaGeLaNe72: Notre Dame soll in 5 Jahren wieder hergestellt sein. Vielleicht sollten wir den BER auch anzünden. 🤔
en,"San Mateo, CA, United States",@michmp4 Pewds said “don’t meme the Notre Dame” so quit memeing it!
es,,RT @JuaniLop_: Me parece TAN nefasto que sigan donando millones a Notre Dame mientras que Haití se acaba de declarar en estado de emergencia porque no hay NADIE que los ayude
es,frente al ombligo del mundo,"RT @oscarjsalg: Para la reconstrucción de la Catedral de Notre Dame, Chile dona a Carmen Hertz como gárgola."
fr,"Picardie, France",RT @MathildeRlle: eh les gars ça vous dirait d’arrondir les retweets à 1 million pour Notre Dame? (askip ça marche dans les temps qui courent mdr)
en,UK,A Notre-Dame de Paris https://t.co/WrZBrIZU4z
en,"Warner Robins, GA  ","@awstolz @CFBHome Only difference is Notre Dame has a very recent history of falling flat on their face in the spotlight. 
But they won’t have to worry about that since they come to Athens next year."
en,New Jersey Shore,In this NewsBreak: Monmouth County man is sentenced to prison for hacking explicit videos from 2 women; Easter display accepting Notre Dame  donations https://t.co/g9X0O2lfqe
en,sor wit asem,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,"Commerce, OK","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
fr,"Perpignan, France","RT @etiennebft: Emmanuel Macron : Il n'y a pas d'argent magique !

Notre-Dame : *brule*

L'argent magique : https://t.co/OCmrT3B8OH"
fr,"France , enfin ce qui en reste",RT @anne_mariani: Pourquoi brigitte macron ne donne pas son énorme SALAIRE pour la reconstruction de notre DAME ça ferait 500.000 euros en plus au lieu de  nous raconter des inepties devant la cathédrale ?    totalement incompréhensible a croire qu elle a fumé la moquette de l'Elysée
en,hanging w Jisoo & Joohyuk,RT @holland_tom: More on the 🐝 of Notre Dame... https://t.co/f4XCPwa34q
fr,,"RT @Reporterre: « Après la fusion de 300 tonnes de plomb dans les garnitures de la flèche et dans la toiture, Notre-Dame de Paris est un site pollué », affirme l’association Robin des bois https://t.co/KHhMBSteD8"
en,"Los Angeles, CA","RT @etiennebft: Emmanuel Macron : Il n'y a pas d'argent magique !

Notre-Dame : *brule*

L'argent magique : https://t.co/OCmrT3B8OH"
pt,Caarapó,"RT @boliviazica: Gárgula de Notre-Dame observa Paris, 1910 https://t.co/70WoME3Cav"
en,USA,"Since we got a few messages saying it is so WRONG for the rich people/companies wanting to pay for restoring the historic Notre Dame as it is insured anyway. 
Unless the French consulate got it... https://t.co/7Tqp3IDzlD"
en,Toronto: home of the leaf bums,Notre-Dame fire: Eight centuries of turbulent history - BBC News https://t.co/ejamkeU4hZ
en,,@FatChopActual https://t.co/qQjljjUFLk
en,Weeknights | 11:35/10:35c,"On #LSSC tonight: Following the fire at Notre Dame Cathedral, France’s firefighting mascot has a message for the universe. https://t.co/k0KpPKesuP"
en,University of Delaware,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,FL ☀,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
es,la plata,"RT @RodriguezTaami: Los ricos ayudan al Notre Dame, yyyy bueno, vos en medio de la macrisis podés ayudar a los niños con el 💜 enfermo. Tomate unas birritas y doná las latas daleee https://t.co/3TYdLiPpzN"
es,"Ponferrada, León, España.",RT @Diego_FDM: Javier Sierra: «Que Notre Dame ardiera cuando está en cuestión Europa causa zozobra» https://t.co/mpiQlMEowz vía @ABC_Cultura #MilenioLive
en,hanging w Jisoo & Joohyuk,"RT @holland_tom: Happy to learn the 200,000 bees kept on the roof of Notre Dame survived the fire..."
en,,"RT @n_yang: The bees are alive! PARIS (AP) — The 180,000 bees kept in hives in Notre Dame Cathedral that were thought to have perished in this week's fire have been discovered alive."
en,"Slidell, LA",As long as they don’t question the cause of the Notre Dame fire. https://t.co/8qJBvtzuK8
fr,France,"RT @RTenfrancais: Vladimir Poutine 🇷🇺 réitère son soutien à la France 🇫🇷 après l'incendie de Notre-Dame

#NotreDame #VladimirPoutine 

Toute l'#actu par #RTFrance :
📰 https://t.co/he2RUZXxN4 https://t.co/UTF50P0mIz"
en,"Canandaigua, NY",Notre Dame Handstanding https://t.co/ZxElRI5xpO https://t.co/4AjwZCGKUe
fr,,RT @Shakurette: Notre Dame elle a brûlée c’est plus important vous comprenez c’est un drame.. 🤦🏻‍♀️ https://t.co/krg9sxp704
en,Algerie,"RT @etiennebft: Emmanuel Macron : Il n'y a pas d'argent magique !

Notre-Dame : *brule*

L'argent magique : https://t.co/OCmrT3B8OH"
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,"Acton, MA",Don't want to end up like Notre-Dame! 🤭🔥🚒🧯⛪️ https://t.co/AD1DN5gxFc
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,,"RT @ajplus: 180,000 bees that live in the Notre Dame survived the fire. Their beekeeper says the smoke didn't hurt them (since they don't have lungs), it just made them fall asleep. 🐝 https://t.co/462d3sjgfX"
en,"Southern California, USA","RT @SarahNEmerson: notre dame's resident bees survived the fire and sometimes it's about the small things
https://t.co/Awq0zz4M7o"
en,Sweden,"RT @AmyMek: BREAKING: Architect of restorations for Notre Dame Speaks Out! 

Media: ""So your're telling us that this type of timber doesn't burn like that?""

Notre Dame Architect: ""NO, You know, oak that is 800 years old doesn't burn like that....You would need a lot of kindling to succeed."" https://t.co/NBF86wOxDF"
en,Cyprus,"RT @Seditious_medic: King of Morocco donating money for Notre Dame reconstruction is a reminder of how Hassan II Mosque was built in Casablanca. Costing over $750 million, every poor Moroccan family was forced to make a contribution. Complete waste of money amidst hunger and poor health."
en,,"CERN&amp; NOTRE DAME INCIDENT 

https://t.co/xaFoxW1LMc"
en,"West Palm Beach, FL","I made a small donation... these AMERICANS deserve our help! 

Notre Dame fundraisers inspire donations to black churches burned in Louisiana - Vox https://t.co/UHPni89gnO"
en,"West Palm Beach, FL","I made a small donation... these AMERICANS deserve our help! 

Notre Dame fundraisers inspire donations to black churches burned in Louisiana - Vox https://t.co/UHPni89gnO"
en,,"RT @n_yang: The bees are alive! PARIS (AP) — The 180,000 bees kept in hives in Notre Dame Cathedral that were thought to have perished in this week's fire have been discovered alive."
en,"Indianapolis, IN",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Slidell, LA",@KevinJacksonTBS As long as they don’t question the cause of the Notre Dame fire.
es,,RT @NituPerez: El héroe que salvó Notre Dame es un robot bombero (video) https://t.co/ZbmQCxCMDI
es,Argentina,RT @CNNEE: Las abejas que viven en el techo de Notre Dame sobrevivieron al incendio https://t.co/kxhvOKmAIo
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,Louisiana,"RT @Kawa_Media: ""A sad evening for #France, and the whole world!"" 😢 @KhalidMAlAnkary #NotreDame #NotreDamedeParis #MiddleEast ➡ https://t.co/7JThYqDOMh https://t.co/5zCr0x5e1J"
en,London,"RT @sullydish: ""When we see Notre-Dame burn, we see ... that this exquisite kind of architectural beauty is never going to be summoned up again, nor the souls who imagined it, nor the human beings who crafted every inch of it with love.""

 https://t.co/qbdSofZ0Lt via @intelligencer"
en,"Lusaka, Zambia","RT @n_yang: For more on this un-bee-lievable story (sorry, you know I had to) --&gt; https://t.co/gr7EOfh6sx"
tr,,RT @bugurbetbitmez: @ErtanOzyigit anthony quinn'nin notre damusun kamburu filmini  Notre Dame katedralinde çevirmişti. Film Vicktor Hugonun ünlü eserinden uyarlanmıştı. Hatta aynı kadetral'de 1920 yıllarındada aynı eser  siyah beyaz ve sessiz olarak filme çekilmiş. https://t.co/xLCtqxzZDv
en,Snapchat - KevinShahan,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,Malaysia,"RT @ajplus: 180,000 bees that live in the Notre Dame survived the fire. Their beekeeper says the smoke didn't hurt them (since they don't have lungs), it just made them fall asleep. 🐝 https://t.co/462d3sjgfX"
es,"Gral. Rodriguez, Buenos Aires","RT @raulsdargoltz: Siria fue bombardeado y se destrozaron patrimonios de la humanidad como el Teatro de Palmira, estos monumentos son muchos más antiguos que varios de occidente. Pero como no es primer mundo no tuvo la repercusión necesaria  como hoy con Notre Dame https://t.co/QkrfD7Tv4G"
es,Catalunya / España,Pretenden incendiar de nuevo Notre Dame https://t.co/e6zBo5ZBQf
en,"South Kingstown, Rhode Island",RT @CNN: The bees living on Notre Dame's roof survived the fire https://t.co/VoV5bIKzCc https://t.co/aeRxJXJnsr
en-gb,Singapore,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
es,,"RT @F_DaVid_A: Ubisoft: 
- Dona 500.000 a la reconstrucción de Notre Dame.
- Regalan Assassin's Creed: Unity en PC: https://t.co/cdkuU8LEw3
- Ofrece su exhaustivo estudio de la catedral para lo que pueda ayudar: https://t.co/guLYoIx9Da

Bien, joder. Bien, UBI! https://t.co/kr0EHjAFxW"
en,probably my room,"RT @ani_trent: Okay so the burning of Notre Dame is so tragic don’t get me wrong, but if we can raise 1 Billion dollars in two days I think we can solve the water problem in Flint which would cost about half of the money already raised. But I don’t see any celebrities rushing to donate there🙃"
es,España,RT @navedelmisterio: La imagen a vista de dron de Notre Dame tras el incendio que está mostrando Iker ahora en #MilenioLive https://t.co/Me92KgoRfC
fr,"Ariège, Occitanie, France",RT @Revizorsb: La Seine et Notre-Dame de Paris par Johan Barthold Jongkind en 1864. https://t.co/gdmJOYd5w4
es,"Caracas, Venezuela",All crying for the cathedral of Notre Dame and I crying for your love @JorjaSmith ... https://t.co/ToKoO2KiSc
fr,"Barcelone, Espagne","RT @VanessAngelinaG: @BalanceTonPost @IngridLevavass1 Je gagne à peine700€/mois, seule avec ma fille, et je vais faire un don pour Notre-Dame! Regardez la vie misérable de certains humains dans le monde...moi j’ai un toit sur la tête et je mange à ma faim...apprenez à relativiser en pensant à ces gens-là, vous verrez, ça ira mieux!"
en,"Tampa, Florida",WTF MSM!? AP discovers Notre Dame is a religious site; today’s word is ‘impeachment’; Game of Elmo; and more https://t.co/RI6z9Vw6YD
pt,Brasil,"RT @cartacapital: Revoltados com doações de quase € 1 bilhão para a reconstrução da igreja, os militantes querem lembrar os cinco meses de crise social no país. 
Saiba mais - https://t.co/MVbW1cZrhF"
en,NYC,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,"Los Angeles, CA","RT @n_yang: The bees are alive! PARIS (AP) — The 180,000 bees kept in hives in Notre Dame Cathedral that were thought to have perished in this week's fire have been discovered alive."
en,,"Notre-Dame’s Safety Planners Underestimated the Risk, With Devastating Results https://t.co/xCG5iCKmNG https://t.co/0e8LwRnKEn"
en,UK,"The hundreds of thousands of bees that lived in hives inside #NotreDame’s roof are alive and well, according to the beekeeper that oversees them. “Thank goodness the flames didn’t touch them,”Nicolas Géant, the hives’ beekeeper, told CNN. “It’s a miracle.” https://t.co/j4NP1vnO7C"
en,"Dallas, TX","RT @SandraTXAS: Do You See Jesus?

Do you see Jesus Christ amid the flames ravaging Notre Dame? 
a woman from Scotland suggested she could see the outline of Christ in the fire. Soon, people all over the world were studying the picture and drawing inspiration amid the tragedy. https://t.co/5XevtNePzy"
fr,Paris 20,RT @Sylvain_Fit: Dis @ubereats_fr ce serait pas mal que vos livreurs reversent l’intégralité de leurs salaires du soir à la restauration de Notre Dame non? Petite note d’humour avec l’utilisation du mot restauration vous l’aurez remarqué. Mon bagel au soja a 7 min de retard c’est inadmissible
en,en algún lugar del mundo,Ojalá que la devastación del planeta nos moviera tanto como el incendio en Notre Dame https://t.co/agudXpTrVl
en,,RT @TheEconomist: History offers reasons to be optimistic. Notre Dame has been successfully restored before https://t.co/h9YVyUfPR7
es,"Sevilla, España",RT @navedelmisterio: La imagen a vista de dron de Notre Dame tras el incendio que está mostrando Iker ahora en #MilenioLive https://t.co/Me92KgoRfC
en,"Lafayette, LA","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
fr,France,"RT @leloveluck: Notre Dame might command the headlines, but spare a thought for the Syrian &amp; Iraqi cities that had their hearts ripped by air strikes &amp; militancy. They will not have the luxury of similar reconstruction efforts. Here’s a video from a recent eve in western Mosul: https://t.co/ZpTFWLGVwA"
es,México,"RT @diario24horas: La colonia de abejas forma parte de un proyecto de recuperación de la apicultura urbana en la capital francesa, que se instaló en el tejado de la catedral de Notre Dame en 2013 🐝

https://t.co/vO6LUVyFG3"
en,"Pagadian City, Zamboanga Penin","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
es,"Caracas, Venezuela",El día que el desquiciado Hitler quiso hacer estallar #Notre Dame: «¿Arde #París?» https://t.co/v51AJnw04b
en,Somewhere I shouldn't be,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
es,Argentina,RT @KloeMores: Encontraron una de las gárgolas perdidas en el incendio de Notre Dame.🏰🔥😈 #BuenViernes https://t.co/j8WKs75bVX
pt,,"RT @BLOGdoPEPE: Se Edir Macedo ver o quanto a Catedral de Notre Dame arrecadou em 4 dias ,ele manda tocar fogo no Templo de Salomão"
th,thailandแดนมหัศจรรย์,"RT @tamwb: บทความของ the new york times อธิบายไฟไหม้ #notredame เข้าใจง่ายมาก :)
https://t.co/hxA3TWQRkj"
es,,"RT @agusalejook: twitter en estos días:

chicos son de cuarto
fans de game of thrones twitteando sobre game of thrones
videos y tweets de mily espindola
el incendio de la catedral de notre dame
spoilers de avengers endgame
el video de las dos pibas bailando juntas que no se besan"
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
es,madrid,RT @BIEspana: Las tres colmenas de abejas que vivían en el techo de Notre Dame sobreviven al incendio https://t.co/PE4lLptwHO
en,"Ann Arbor, MI","RT @incunabula: Notre-Dame fire: Bees on roof survived, beekeeper says. “The bees are alive. [...] the spokesperson at the cathedral confirmed to me that [the bees] were coming in and out of the hives.”
https://t.co/v2ux1O8pGl https://t.co/G1aqLB9wHH"
fr,Under the Sea(tron),"RT @kwesmat: Top 3 des restaurations les plus coûteuses:

3. Le tombeau de Toutânkhamon
2. Notre-Dame de Paris
1. Un jambon beurre dans le TGV"
en,United States,"RT @CBSNews: 180,000 bees were living on top of Notre Dame when the fire broke out - and they survived https://t.co/ClGNJO1f6T https://t.co/vvAOfvUvko"
fr,Rosie’s 1st GF,"RT @aCactusHuman: Jvois tout le monde pleurer Notre Dame mais quand Poudlard a été détruit pendant la bataille finale y a personne qui a sorti son chéquier, vous avez vraiment pas le sens des priorités."
es,Berazategui,"RT @gsutters: 🧵 sobre #NotreDame y África | A ver, gente. EL PROBLEMA DE ÁFRICA NO ES DE PLATA. Los últimos días me la pasé leyendo tweets criticando la donación de $700 millones para reconstruir Notre Dame. Dicen que ese dinero debería donarse a África. NO, NO Y NO. ¿Por qué? 👇🏻"
en,"Banting,Selangor","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
es,instagram.com/germanarturo.cmv,"RT @FLagos_Neumann: En Chile muere un niño de 4 años esperando un trasplante de corazón y su Presidente Sebastián Piñera quiere donar cobre y madera para la reconstrucción de Notre Dame.
¡Exigo una explicación!"
en,"Lawrence, KS","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,"Troy, Al","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
fr,,"RT @DoubleCordon: ""Montant : 3.35€ 
Arrondir à 4€ pour rebâtir Notre Dame de Paris avec la fondation de France ?"" https://t.co/wljgEM6Jhu"
en,Spain,RT @david_aikhomun: Que en menos de 24h se haya recaudado casi 1 billón de euros para restaurar Notre Dame y que se tarden meses para reunir unos miles de euros para ayudar a los que de verdad lo necesitan en diversos países es la máxima demostración de que el ser humano sólo vela por sus intereses.
en,,RT @thomas_delhaye6: j’suis catholique et je trouve pas ça normal qu’on arrive à réunir 1 milliards d’euros pour Notre Dame alors qu’il y a des personnes qui meurent de faim dehors
en,New York,"RT @BillyArmagh: Before the news cycle moves on, please notice and absorb this fact: in a few hours, three billionaires shrugged, yawned, and dropped $752,652,500.00 to rebuild Notre Dame, and that was spare change.

Imagine what we’d build if we taxed our resources back from billionaires."
en,"Oklahoma, USA",RT @reg1776: Notre Dame Fire May Have Been Started By A 'Computer Glitch' | Zero Hedge https://t.co/I0fBaShuqO
es,,"RT @ichingiking: La empresa responsable de la renovación de Notre Dame declaró que no tenía equipos de soldadura ni materiales inflamables. 

Además, el video del visitante en el techo fue lanzado justo antes de que el fuego encendiera algo.

¿Alguien duda que esto no es un accidente? https://t.co/swjKJpsa3D"
en,"Brisbane, Queensland",RT @onikafIows: french people chanting outside notre dame after the tragic event https://t.co/eKmwZHomIU
ja,,RT @raurublock: なるほど、金持ちがノートルダム大聖堂修復のために寄付すると、実は節税のメリットも結構でかいのか。その分社会保障に回る財源も減るとなると、確かに貧乏人は怒るわな https://t.co/eEuv1tkEOF
es,"Medellín, Colombia",De esas cosas q nunca entenderé de nuestro comportamiento.Reconozco el valor cultural de Notre Dame pero con toda esa plata ayudarían a mucha gente. https://t.co/khnER72Xho
en,,"RT @JimSichko: On this Good Friday, for EVERY and EACH share/RT of this original post until Easter Sunday, I will send $1 to the Archdiocese of Paris for Restoration/Rebuild of Notre Dame.  #death #RESURRECTION #hope"
en,"Salt Lake City, UT","RT @ChrisStefanick: https://t.co/9pHPfITwEy
A France that’s rejected the Faith, gathering to sing hymns as they mourn for beauty lost. 
I don’t know what to say about this haunting moment in history except you should take a minute to listen..."
ja,つわものぐら,RT @raurublock: なるほど、金持ちがノートルダム大聖堂修復のために寄付すると、実は節税のメリットも結構でかいのか。その分社会保障に回る財源も減るとなると、確かに貧乏人は怒るわな https://t.co/eEuv1tkEOF
en,Oz,"RT @nyunggai: Let’s celebrate Notre Dame Cathedral’s spirituality, culture &amp; history. Build the spire back the way it was - but with modern fire protection. Don’t put up some ugly, modern monstrosity in it’s place. https://t.co/sH8PYPJwYw"
es,,"RT @FLagos_Neumann: En Chile muere un niño de 4 años esperando un trasplante de corazón y su Presidente Sebastián Piñera quiere donar cobre y madera para la reconstrucción de Notre Dame.
¡Exigo una explicación!"
en,,"RT @Padre_Pio: Ceci est important. Un chantier de restauration comme celui de Notre-Dame, c'est prêt quand c'est prêt, pas quand l'exécutif décide que c'est prêt. https://t.co/ZFa7cXIldk"
en,"Edinburgh, UK","RT @simonallison: In just a few hours today, 650 million euros was donated to rebuild Notre Dame. In six months, just 15 million euros has been pledged to restore Brazil's National Museum. I think this is what they call white privilege. https://t.co/8b1WZEcxbn"
es,,RT @TheEconomist: History offers reasons to be optimistic. Notre Dame has been successfully restored before https://t.co/h9YVyUfPR7
es,,RT @TheEconomist: History offers reasons to be optimistic. Notre Dame has been successfully restored before https://t.co/h9YVyUfPR7
fr,,Le baratin de la thèse officielle sur Notre Dame https://t.co/k2o1brxIdG via @YouTube
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,"Dallas, TX","RT @rocza: ""Notre Dame has housed three beehives on the first floor on a roof over the sacristy, just beneath the rose window, since 2013""–they all survived the fire. 
https://t.co/1bZZ3QhiKr"
en,Mexico City,"RT @ajplus: 180,000 bees that live in the Notre Dame survived the fire. Their beekeeper says the smoke didn't hurt them (since they don't have lungs), it just made them fall asleep. 🐝 https://t.co/462d3sjgfX"
en,"Toronto, Ontario","Act on climate change like you did on Notre-Dame, activist Greta Thunberg begs EU https://t.co/CyPKnS0jUU"
en,ie ma,"RT @pahoment_: #BillieEilishBacklash update: it is suspected billie was the culprit of the notre dame cathedral fire in paris, france. multiple witnesses said they saw hear quickly flee after throwing a molotov cocktail at the church. disgusting https://t.co/B6oXYgDaEc"
en,"Shippensburg, PA","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,,"RT @fasterNAU: I am SOOOO done seeing people going absolutely off about Notre Dame accusing people of being hypocrites because they’re upset the building has been lost. Once again, you can care about more than one issue at once"
en,,RT @CNN: The bees living on Notre Dame's roof survived the fire https://t.co/MsFZf9zIBY https://t.co/KcoJjbVEKa
es,Isla Nublar,Tmr ahorita la capilla de mi cole se cae tal cual el Notre Dame
en,with my horse,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
ja,違法青豚妖精ｿﾞﾝﾋﾞ取締機関ﾄﾞﾛﾃｱ情報鬼撮隊（鬼畜,"RT @WarholianTweets: “Michel Picaud, from the Friends of Notre Dame organization responsible for the renovation efforts at the cathedral, told NBC News that, to his knowledge, the church’s organ and stained glass windows were not damaged. #NotreDameonfire #notredame https://t.co/9Q2n0PW51W"
pt,,"« Tel un retour du refoulé, tous les grands mythes se sont précipités au chevet de Notre-Dame » https://t.co/KyLY9zzqdu"
es,"Chaco, Argentina","RT @RighThxmas: Si llega a ganar Cristina le pago el boleto a Ezeiza a todos los que faveen este tweet, creo que eso seria aún más caritativo que donar plata para reconstruir Notre-Dame."
en,Worldwide,"Notre Dame's Three Rooftop Beehives (Containing Over 180,000 Bees) Survive Cathedral Fire.
https://t.co/0LZljsodqt…/notre-dame-cathedral-bees-survive-fire/
#Catholic #Church #NotreDameCathedral #Beehives https://t.co/V98vaz6M9A"
en,DC & NYC,"RT @n_yang: The bees are alive! PARIS (AP) — The 180,000 bees kept in hives in Notre Dame Cathedral that were thought to have perished in this week's fire have been discovered alive."
fr,over the top,"RT @DParoles: FLASH INFO ! ⚠️

Le célèbre et richissime Balthazar Picsou a annoncé un don de 1'000'000'000'000 d'euros pour Notre-Dame de Paris. Pour remercier le canard de son soutien, le président de la République lui offrira la Bretagne mardi prochain. https://t.co/WUiaWE4znO"
fr,France,"RT @aCactusHuman: Jvois tout le monde pleurer Notre Dame mais quand Poudlard a été détruit pendant la bataille finale y a personne qui a sorti son chéquier, vous avez vraiment pas le sens des priorités."
en,OREGON,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
fr,Au bar / Dans mon canap',"RT @etiennebft: Emmanuel Macron : Il n'y a pas d'argent magique !

Notre-Dame : *brule*

L'argent magique : https://t.co/OCmrT3B8OH"
