language,location,message
en,,"RT @The_Trump_Train: The mainstream media ridiculed people for donating to the Notre Dame Cathedral more than the terrorists responsible for murdering 200+ Christians in Sri Lanka.

Make no mistake, there’s a war on Christianity."
en,"Florida, USA",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,RT @onikafIows: french people chanting outside notre dame after the tragic event https://t.co/eKmwZHomIU
en,in a hole in the ground...,"RT @notredameparis: Au matin de Pâques, des ténèbres renaît la lumière...
Nous sommes tous engagés pour œuvrer à cette nouvelle naissance, à la renaissance de Notre-Dame de Paris https://t.co/tgAaCRnlCJ"
en,,RT @FOXSoccer: Ligue 1 champions PSG pay tribute to Notre Dame ❤️💙 https://t.co/C28RfNyJmW
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @sxmguns: Chief architect of Notre Dame: 'We installed new detection system in 2010, and completely rewired the cathedral, so the fire wasn't caused by electrical short-circuit' -- https://t.co/BVqqbW41Wb https://t.co/UxBg9kFHzr"
es,"Madrid, España",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,quarter life crisis,"RT @jd_briggsy: Can you imagine how much good could be done for the world if the billion dollars that was donated to Notre Dame was instead used to clean up plastic garbage in the ocean?

Its estimated that a billion dollars could nearly clean up the entire great pacific garbage patch."
en,"Alberta, Canada","RT @AnnsivPrillar: I find it disturbing that when Notre Dame was fire , Twitter exploded.  But so far I haven’t seen a single tweet about Sri Lanka . 156 so far have been killed and over 400 injured. Don’t get wrong, i found it disturbing myself that i did look much into what happened to ~"
pt,,"RT @mphistoria: Depois da doação de 88 milhões que Lily Safra fez para a catedral de Notre Dame, talvez agora os pobres de direita saibam o que é ser rico."
en,scotland,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,Clermont-ferrand 63,"@celinedion Bonjour  , les hommes mauvais  , tiennent  a éliminer toutes traces  des églises catholiques  , le Christianisme    ceux pourquoi ils vont continuer  , Notre Dame de Paris   a eu un attentat  sans victimes"
es,,"RT @IneEstevez: Se incendia Notre Dame y todo el mundo pende de un hilo. Bombardean iglesias y hoteles de Sri Lanka, mueren hombres, mujeres, niños..... qué silencio. Hay escalafón para todo."
en,USA,"RT @Reuters: At Easter mass, Parisians pray for Notre-Dame's swift restoration https://t.co/9rcauWFUP4 https://t.co/k3gqIj4hht"
en,,"RT @The_Trump_Train: The mainstream media ridiculed people for donating to the Notre Dame Cathedral more than the terrorists responsible for murdering 200+ Christians in Sri Lanka.

Make no mistake, there’s a war on Christianity."
en,"Lisboa, Portugal",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @herondalest: no one is talking about sri lanka,, some of y’all care more about a building than 130 human lives and it shows. where are the billionaires who donated money to fix notre dame at while the world is in a constant state of violence and war???"
es,,ARDE NOTRE DAME EN PARÍS Y PASA ESTO. OPINIÓN Y HECHOS https://t.co/GgW92ZjFEv vía @YouTube
es,,ARDE NOTRE DAME EN PARÍS Y PASA ESTO. OPINIÓN Y HECHOS https://t.co/GgW92ZjFEv vía @YouTube
en,,"RT @The_Trump_Train: The mainstream media ridiculed people for donating to the Notre Dame Cathedral more than the terrorists responsible for murdering 200+ Christians in Sri Lanka.

Make no mistake, there’s a war on Christianity."
en,"Pella, IA","RT @The_Trump_Train: The mainstream media ridiculed people for donating to the Notre Dame Cathedral more than the terrorists responsible for murdering 200+ Christians in Sri Lanka.

Make no mistake, there’s a war on Christianity."
es,Sur de Chile,RT @mementomori1517: Madera y cobre para Notre Dame pero los colegios rurales tienen que hacer rifas para que no se les gotee el techo a los niños.
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,Ciudad Autónoma de Buenos Aire,"RT @IneEstevez: Se incendia Notre Dame y todo el mundo pende de un hilo. Bombardean iglesias y hoteles de Sri Lanka, mueren hombres, mujeres, niños..... qué silencio. Hay escalafón para todo."
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en-gb,London,"RT @norfolkpainter: So the fire crew were called to Notre Dame at 6.20 following an alarm call, found nothing, then a second fire was reported at 6.50 in a different location. #notredame chief renovations architect says it was no electrical fault &amp; no work was being undertaken in that area. Ummm..."
en,"Tampere, Finland",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,,RT @MonsieurToys: Ma proposition pour Notre Dame. https://t.co/RLsGQOUn90
es,México,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"PH/Lagos, Nigeria",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,canada,"RT @jakesntiago: 3 churches burned down because of explosions today. 137 people died and over 300 were injured, can we please give it as much attention and help as notre dame? or y’all only care about western countries smh"
es,"Castro, Chiloe, Chile","RT @waldocarrasco: Nuestra Notre Dame de calle Huerfanos abandonada a su suerte, para ella no alcanza ni madera ni cobre ofrecida por @sebastianpinera para “reconstruir” la de Paris. https://t.co/xG9nsZ64kN"
en,ONCEEEUUU AT BLINKUUUEEE,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
ja,体はPC前、心はブロドウェイ,◇◆ノートルダムの鐘◆◇ オープニング曲「ノートルダムの鐘」の中に出てくるラテン語の意味を調べました。ジュアンの死後、ラテン語でどんなことが歌われているのか、是非知っておきましょう…　https://t.co/9TpY6oKce6
en,,"RT @notredameparis: Au matin de Pâques, des ténèbres renaît la lumière...
Nous sommes tous engagés pour œuvrer à cette nouvelle naissance, à la renaissance de Notre-Dame de Paris https://t.co/tgAaCRnlCJ"
en,Los Angeles,Why Did Nonbelievers Grieve for Notre-Dame? https://t.co/2SyfiJiqq8
fr,"Lyon, France","RT @G_mrcco: 3 jours que Notre Dame a brûlé -&gt; on ouvre une cellule psychologique pour le personnel du ministère de la culture. 

15ans que nos hôpitaux se meurent et que son personnel soignant se suicide -&gt; absolument rien, on évite le sujet. 

J’ai même pas les mots devant tant de bêtise."
ar,,"RT @ParisAMDParis: Kees Scherer 
Notre-Dame de Paris    1955 https://t.co/7oYJuQe7hk"
es,,"RT @1999santys: si tuvieras €200.000.000
¿que elegirías?

A) restaurar la catedral de notre dame
B) cargarlo en la sube"
en,,"RT @KiwarrakRailie: Notre-Dame de Paris, Olivier Latry - Jean-Sébastien Bach - Toccata &amp; Fugue https://t.co/gK1AJ6Ne49 via @YouTube
Befits the mood of the day!
A tribute to Notre Dame de Paris 💔"
en,A,RT @hijxdelsol: i got 20+ notifications for Notre Dame being on fire and only 3  for the 8 explosions in Sri Lanka that over 200 people have lost their lives in. the way the West doesn’t value people in the global south as people will always be infuriating
es,"Rosario, Argentina","RT @IneEstevez: Se incendia Notre Dame y todo el mundo pende de un hilo. Bombardean iglesias y hoteles de Sri Lanka, mueren hombres, mujeres, niños..... qué silencio. Hay escalafón para todo."
de,"Aachen, Deutschland",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Québec, Canada","RT @meganromer: I am not ungrateful for those rebuilding Notre Dame. I think it’s a priceless piece of architecture. But if it takes 38,000 people to raise 1% of what a couple of billionaires can scrape out of the couch cushions, we’ve got a bigger problem."
en,,"RT @nytimes: In Opinion

Christopher Caldwell writes, ""Over centuries France constructed its monuments. Now monuments construct France."" https://t.co/mhOGfrOfnJ"
es,Argentina,"RT @transitobaires: Nada que envidiarle a la Catedral de Notre Dame. 

Y está acá nomás. https://t.co/xbrgqPL6CT"
es,,"Notre Dame está ""casi a salvo"", según ministro francés de Cultura https://t.co/Vrph58U0ka https://t.co/YRieGYANik"
pt,"Amazonas, Brasil",RT @mathvena_: É curioso que a tragédia de Notre Dame (sem vítimas) teve muito mais comoção e repercussão que os atentados de hoje no Sri Lanka (+ de 200 mortos) :/
en,"Phoenix, AZ",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"dallas, tx:",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @NotreDame: Alleluia! He is risen!

Wishing you a blessed Easter from Notre Dame! https://t.co/B1q2a9Q65P"
en,,"RT @CNNEE: Numerosos artefactos, obras de arte y reliquias religiosas y cada uno cuenta una historia. Lo que hay dentro de la Catedral de Notre Dame: https://t.co/wEnrWDDHpx"
en,,"RT @Bafana_Nhlapo: Mozambique has had to surrender it's  sovereignty to the IMF in an attempt to reconstruct. This, in exchange for $118 million dollar credit. About 8000km away, the French received donations of over $660 million in only 3 days for the Notre Dame. ""Black child, you are on your own"" https://t.co/uq3qhkgH7K"
pt,"Lisboa, Portugal",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,The Decaying Nation,"It's sadly funny that some people think that there is any possibility of Notre Dame cathedral being restored without a modern redesign.

Europe lacks the morality to accomplish anything proper or restorative.

It is horribly sad to witness their accelerated decline. Descent."
en,Canada,"RT @Partisangirl: The Israeli/french Rabbi who said the #NotreDame fire was punishment from God, also said Israelis are Obligated to Burn Down Churches.

Shlomo Aviner is head Rabbi of the temple mount &amp; of illegal settlements in the west bank

Zionism is the jewish ISIS.
  https://t.co/08InLYU5hq"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @The_Trump_Train: The mainstream media ridiculed people for donating to the Notre Dame Cathedral more than the terrorists responsible for murdering 200+ Christians in Sri Lanka.

Make no mistake, there’s a war on Christianity."
es,"Rosario, Argentina",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
pt,"Campinas, Brasil",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,"Buenos Aires, Argentina","RT @IneEstevez: Se incendia Notre Dame y todo el mundo pende de un hilo. Bombardean iglesias y hoteles de Sri Lanka, mueren hombres, mujeres, niños..... qué silencio. Hay escalafón para todo."
en,"Lyon, France","RT @G_mrcco: 3 jours que Notre Dame a brûlé -&gt; on ouvre une cellule psychologique pour le personnel du ministère de la culture. 

15ans que nos hôpitaux se meurent et que son personnel soignant se suicide -&gt; absolument rien, on évite le sujet. 

J’ai même pas les mots devant tant de bêtise."
pt,Portugal,"RT @free_lancer68: doem lá 700 milhões para esta criança filhos da puta , esperem só se quando crescer não mando bazucada nessa merda do notre dame https://t.co/EGJuEV6slP"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"santiago, chile","RT @waldocarrasco: Nuestra Notre Dame de calle Huerfanos abandonada a su suerte, para ella no alcanza ni madera ni cobre ofrecida por @sebastianpinera para “reconstruir” la de Paris. https://t.co/xG9nsZ64kN"
en,,RT @TheOnion: Investigators Trace Cause Of Notre Dame Fire To Cathedral’s Outdated 12th-Century Electrical System https://t.co/gahx6bVNEq https://t.co/uFnR6SyZmH
en,"Marlborough, MA","RT @hilaryagro: If you think the fact that North American twitter freaked out during Notre Dame (deaths: 0) and is barely talking about the tragedy in Sri Lanka (deaths: 207+) isn’t a clear sign of our internalized racism and imperialism, I don’t even know what to tell you"
en,Cali,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,"Paris, France","RT @J_Delaplanche: Les architectes Denis Valode et Jean Pistre : ""Notre-Dame doit être reconstruite exactement à l’identique!""
 https://t.co/IHh1RgY2cA"
pt,Ninho Do Urubu,RT @futtmais: Linda camisa do PSG para Notre-Dame. https://t.co/AjTIzsy23Z
es,,"RT @HugoSantaromita: LEÍDO POR AHÍ: “Siempre quise conocer las Torres Gemelas y la Catedral de Notre Dame, no sé por qué ahora quisiera conocer el Palacio de Miraflores y el Cuartel de la Montaña”."
en,"Québec, Canada","RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
es,"México III, Nezahualcóyotl","RT @Gerardo_cerrone: Cuando @lopezobrador_ supo de la tragedia en la catedral de Notre Dame dió las condolencias de inmediato pero de lo acontecido en Minatitlán no ha querido decir nada.

¿que clase de presidente tenemos que le vale madre su propia gente?

 #VeracruzEstadoFallido
#ConLosNiñosNo"
en,RJ.Terra de Santa Cruz.,"RT @bernardopkuster: Houve outro ataque terrorista a igrejas católicas evitado. Deus vez em Sevilha, Espanha. Reze. Reze mais do nunca. Que Páscoa. Notre Dame teria sido o sinal para o início de atentados globais aos cristãos? Deus sabe."
ar,,"RT @ParisAMDParis: Bernard Hermann
Amour       Notre-Dame       Paris https://t.co/QksaSSwnsu"
en,"Syracuse, UT",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Lafayette, IN",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,on the road,"RT @Nicoxw1: When Ted Cruz learned Disney pledged $5M to rebuild Notre Dame, he asked if there would be Disney princesses in the stained glass.
It's Ted Cruz, I legitimately can't tell if it's a failed joke or if he really is that dumb."
en,"Colorado, USA",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Fayetteville, NC","RT @The_Trump_Train: The mainstream media ridiculed people for donating to the Notre Dame Cathedral more than the terrorists responsible for murdering 200+ Christians in Sri Lanka.

Make no mistake, there’s a war on Christianity."
en,"Washington, DC",Notre Dame burns and the world turns upside down. 200 people are killed on Easter Sunday in Sri Lanka and we are distracted by the next thing.
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
pt,Litoral Gaúcho,"RT @mphistoria: Depois da doação de 88 milhões que Lily Safra fez para a catedral de Notre Dame, talvez agora os pobres de direita saibam o que é ser rico."
en,,"RT @Liz_Cheney: Jesus said to her, “I am the resurrection and the life.Whoever believes in me, though he die, yet shall he live, and everyone who lives and believes in me shall never die.”  John 11:25-26

The Bells of Notre Dame Easter 2018 https://t.co/VqFeHIY1S6"
es,,RT @martingarcia0k: Todos horrorizados por Notre dame pero ni una palabra por los muertos y heridos en Sri Lanka..
fr,"Chinon, France",RT @confucius___: 1 milliard d’euros rassemblés pour Notre-Dame et pour eux on en fait quoi ? https://t.co/psQD5I06KG
en,FL•NJ,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,"Antofagasta, Chile","RT @waldocarrasco: Nuestra Notre Dame de calle Huerfanos abandonada a su suerte, para ella no alcanza ni madera ni cobre ofrecida por @sebastianpinera para “reconstruir” la de Paris. https://t.co/xG9nsZ64kN"
en,"Los Angeles, CA",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,,@Bolchegeek Attend mec mais Buttigieg il a rendu hommage à Notre Dame en français! EN FRANCAIS TU TE RENDS COMPTE!?
en,Mexico,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,buenos aires,"RT @BeluLombardi_: Hubo 12 atentados en iglesias de Francia, se incendió la Catedral de Notre Dame en Semana Santa y ahora, en Pascua, hubo atentados en Sri Lanka dejando muchas víctimas fatales y heridos. Es terrible. ESTÁN PERSIGUIENDO A LOS CRISTIANOS, y si no lo ven es porque el odio los cegó."
es,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,,"RT @waldocarrasco: Nuestra Notre Dame de calle Huerfanos abandonada a su suerte, para ella no alcanza ni madera ni cobre ofrecida por @sebastianpinera para “reconstruir” la de Paris. https://t.co/xG9nsZ64kN"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,FRANCE,"RT @WinamaxSport: « Ouais Stéphane, je suis avec Notre-Dame. Premier match et déjà premier but t’y es en feu on dirait oh ça va je déconne, en tout cas on te le souhaite. » #PSGASM https://t.co/a3skw5Y1jr"
pt,,"O quão ridículo está sendo a galera doando milhares para a reconstrução da catedral de Notre Dame e não doando 1 CENTAVO pra Síria, ou pra Indonésia?"
es,"Sevilla, España","RT @EugeniodOrs_: Jo, cómo ha quedado Notre Dame.

Uy no, que es la catedral de Oviedo, incendiada por la izquierda obrera y revolucionaria en 1934. https://t.co/FbMnId4mTy"
en,"Long Beach, CA",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
pt,"Paranaguá, Brasil","Notícias da semana #BrasilIndependente

Incêndio na Catedral de Notre-Dame em Paris.
 https://t.co/TcTVsw99mM"
en,Alabama,"RT @DeepStateExpose: @bambakakis The CIA is not independent of itself, its supervised by Vatican intelligence. There is plenty of evidence than Obama, Macron, and the New World Order at large set Notre Dame on fire."
