language,location,message
en,"Los Angeles, CA",RT @PeteButtigieg: I still remember the beauty of an Easter Mass I attended at Notre Dame cathedral some twenty years ago. Dreadful to see such destruction at one of the world’s most wondrous places.
es,"Andalucía, España","RT @KoliaDelesalle: Une bonne nouvelle : toutes les œuvres d’art ont été sauvées. Le trésor de la cathédrale est intact, la couronne d’épines, les saints sacrements. #NOTRE_DAME"
en,,"RT @becket: Crazy photo of the altar inside Notre Dame, by Reuters' Philippe Wojazer https://t.co/KjRPSVKJRA"
en,"Lexington, Kentucky",RT @girlsreallyrule: The people gathered to sing outside in Paris while Notre Dame burns may be one of the saddest things I've ever seen. #NotreDameFire (video via @BreakingNews) https://t.co/0Td2t9aLE7
es,,"RT @Furibundo1: Más allá de religiones, Notre Dame era  una de las máximas expresiónes de belleza que ha construido el género humano, nosotros que somos capaces de lo mejor y de lo peor
Un bello recordatorio de las maravillas que nuestra especie puede llegar alcanzar #NotreDame #Paris
Desolación https://t.co/TIVxB4xuAk"
en,TO,"RT @khinman: My brother @HinmanLabUCLA sends along this super sad video of Parisians holding hands, kneeling in prayer and singing together as they watch Notre Dame burning. https://t.co/qoTYLyCMaE"
es,"Malang, Indonesia","RT @lndirecto: Es triste saber que Notre Dame sobrevivió cosas peores, incluyendo a la revolución francesa y dos guerras mundiales pero no pudo sobrevivir a nuestra época. A esta época horrible que lo único que hace es destruir las cosas más hermosas que nos dejaron las generaciones pasadas. https://t.co/zo2eQfglo7"
en,USA,"RT @BarackObama: Notre Dame is one of the world’s great treasures, and we’re thinking of the people of France in your time of grief. It’s in our nature to mourn when we see history lost – but it’s also in our nature to rebuild for tomorrow, as strong as we can. https://t.co/SpMEvv1BzB"
es,,RT @santapa_: ahora todos son fans de notre dame a ver diganme 4 jorobados
de,Köln und Berlin,RT @MartinThuer: Der österreichische Botschafter in Frankreich mit einem bewegenden Video vor Notre-Dame. https://t.co/xBoCwhsaSz
es,Quilmes,"RT @santidepresivos: El verdadero ateísmo es mirar Notre Dame y ver el trabajo de la historia y la cultura humanas, es ver que la religión siempre se trató de lo humano. Si te alegrás porque pensás que es la casa de un señor mágico con barba, entonces tan ateo no sos."
en,"Orlando, FL","RT @Secondlina: Notre Dame took 200 years to build.
It survived for 700 years.
Victor Hugo literally wrote a novel to save it.
Hopefully people can save the core structure from the fire."
es,,"RT @HuevoPorSopa: El Espectador: Arde Notre Dame

Q'Hubo: Se chamusca el jorobado

RCN: Petro incendia Notre Dame"
en,,ortaokulda müzik dersinde performans ödevi için flash belleğe notre dame de paris - belle atıp götürmek..beleşten 100 almalık zehirli oktu bu.
tr,,"RT @ekrem_imamoglu: Chere Mme @Anne_Hidalgo, l’incendie qui ravage Notre Dame boulverse non seulement la population Française mais l’humanité toute entiere. Associe aux citoyennes et citoyens d’ İstanbul je partage la tristesse des Parisiens touchés dans leur coeur en ce terrible jour.  #NotreDame https://t.co/YqZcyhGJTO"
fr,9 millions de pauvres qui se réveillent...,RT @JJW_Art_Photos: PEOPLE PRAYING AS NOTRE DAME DE PARIS CATHEDRAL IS BURNING 😩😡 #notredame #notredamedeparis #notredamedeparismusical #france #paris #burning #notredamedeparisburning #notredamedeparisbrule #likeforlikes #followforfollowback #follow4followback #followme #followmypage #PEOPLE https://t.co/LSHBM9f8k1
en,,"RT @TerryMoran: Notre Dame, as @benshapiro and others argue, is certainly a monument of Western Civilization. But it’s not a monument *to* anything else but God. What the cathedral’s builders were doing was building a house of prayer. That prayer began before tonight. It will continue."
en,"San Antonio, TX","RT @BreakingNLive: BREAKING: AMAZING: Interior of the Notre Dame Cathedral still pretty much in tact. Pulpit, part of the Alter still in tact. Cross still standing:
#NotreDame https://t.co/7V632nzY3l"
en,,@theskibeagle @jeremyironsnet Bonjour 😍 je te prie de bien vouloir m’excuser de répondre aussi tardivement mais je viens juste de rentrer de Paris où j’avais passé l’après-midi quand c’est produit le terrible incendie dans une partie en l’occurrence la fléche de la Cathédrale Notre Dame de P
en,,"RT @imperiumsilver: I heard this outside of my window and found this. Notre Dame is being serenaded. Honestly, it’s more moving than I could describe. https://t.co/3AZRkFh1yO"
es,Palencia - Salamanca,RT @0nepagememories: Notre-Dame es el triste ejemplo de lo jodidamente complicado que es construir algo valioso y lo fácil que es destruirlo.
pt,"Santa Catarina, Brasil",RT @365viagens: Catedral de Notre-Dame - Paris https://t.co/SNW9yl2Kmw
pt,,manoo é notre dame q a gente ta falando ;( https://t.co/WzDP94ynP2
en,Indianapolis,"RT @JoeBiden: For centuries, Notre Dame Cathedral has withstood wars, revolutions, and the test of time. It is a symbol of faith &amp; a testament to history. And even as our hearts break to see it burn today during the holiest week of the year for Catholics, I have faith that it will rise again."
es,la ciudá e la furia,"RT @Jezulejo: La ironía más triste: es el Día Mundial del Arte y la Catedral de Notre Dame se incendia.

Un día oscuro para la historia del arte y la cultura en general. 💔"
en,Somewhere,RT @Halalcoholism: Few things better illustrate our current brand of woke nihilism than people cheering on the burning of the Notre Dame because something something colonialism
es,C.D.E Paraguay,"#INTERNACIONALES.Catedral de Notre Dame guardaba la corona de espinas de Jesús15.

Para la Iglesia Católica,las reliquias más preciosas son las de Cristo.

La Catedral de Notre Dame,Francia,que sufrió un... https://t.co/URXYrWjzoY"
es,Ciudad Autónoma de Buenos Aire,"RT @rociofcastro: Cómo te vas a alegrar de que se prenda fuego Notre Dame, me chupa un huevo que sea una iglesia, lo que se pierde es un patrimonio histórico, artístico y arquitectónico invaluable."
es,"Argentina, Buenos Aires","RT @Coculo: Un gordito desde Francia describe lo de Notre Dame ""Hay mucho humo, mucho olor a quemado"". Sí, lechón, es un INCENDIO, ¿que esperabas que hubiese, olor a guiso de mondongo?"
en,"Pittsburgh, PA","RT @KoliaDelesalle: Une bonne nouvelle : toutes les œuvres d’art ont été sauvées. Le trésor de la cathédrale est intact, la couronne d’épines, les saints sacrements. #NOTRE_DAME"
en,Canada,Massive fire engulfs beloved Notre Dame Cathedral in Paris https://t.co/FyNuzjRKgk
es,all the world,Damnificados del 19S cuestionan a Ebrard por ofrecer ayuda a Notre Dame https://t.co/D7QDmdu1So
en,,RT @aillagon: Que l’État décrète vite Notre Dame « Trésor national » de façon à ce que les dons faits pour sa reconstruction bénéficient de la réduction d’impôt de 90% prévues par la la loi sur le mécénat dite loi Aillagon | @Elysee @gouvernementFR @MinistereCC
en,Santa Barbara,@Gerhidt @PabloMM @realDonaldTrump He's the kind of doofus that would go some place like Notre Dame and wonder why it was never remodeled.
en,Don't worry about it...LOL!,"This Is Our History, and It's Burning.' Photos From Paris Show Notre Dame Devastated by Fire - TIME https://t.co/3cwrArajJy"
en,,"RT @MichelleObama: The majesty of Notre Dame—the history, artistry, and spirituality—took our breath away, lifting us to a higher understanding of who we are and who we can be. Being here in Paris tonight, my heart aches with the people of France. Yet I know that Notre Dame will soon awe us again. https://t.co/p1mIDMbwe1"
es,paraguay,RT @bbcmundo: Incendio en Notre Dame: 5 tesoros invaluables que alberga la catedral parisina https://t.co/a1o2lmBYE4
en,,RT @gatewaypundit: Some Flames Did Something? Ilhan Omar Posts Statement on Notre Dame Fire That Avoids Mention of Church Named for Virgin Mary or Even That It Is a Catholic Cathedral https://t.co/tQYjwnISNT via @gatewaypundit
en,,RT @wembacher: Notre Dame https://t.co/FBKANkA9sb
en,"San Clemente, CA",RT @gaygadott: notre dame on fire is the most aesthetically pleasing visually i’ve ever seen https://t.co/p6GzR1pxrQ
en,"Naperville, Illinois ","RT @_Snape_: Our thoughts are all with you, Paris. Notre Dame is a symbol.

#NotreDameFire"
en,20 // FL,RT @nypost: Photos show center of Notre Dame cathedral miraculously intact https://t.co/oYFYbxy0Om https://t.co/E6aS9nslOH
es,Alicante⛵️,"RT @chinaskyspirit: No es solo la catedral de Nôtre-Dame en sí, sino todas las obras de arte que se guardan en interior. Más de 8 siglos de Historia ardiendo en una tarde. https://t.co/ig27yvcmt8"
fr,"Tarascon, France",RT @Nems_Mt: Donc là y’a vraiment des mecs qui se réjouissent que notre dame brulent ? Faut être un sacré fils de pute quand même
en,,"RT @BisignanoOK: Gente que se burla de personas pobres, 🏳️‍🌈, mujeres, discapacitadas,  desparecidos, Maldonado, etc... dicen que no hagan chistes con Notre Dame, que con eso no se jode"
en,,"RT @jaynordlinger: The pictures of Notre Dame Cathedral are unbearable. But nothing material lasts. Matter is born to die. The ideas that inspired the erection of Notre Dame will live and live, and human beings, when they are free to do so, will keep conceiving and building such marvels. For sure."
ja,東京都,"RT @NBCNews: WATCH: Notre Dame's spire collapses into the flames, video from witness Nicolas Marang shows. 

https://t.co/MaEI5HttSM https://t.co/gHhwMrRYmS"
es,"San Vicente, Argentina","No tengo dudas ni pruebas de que el incendio de la Catedral de Notre Dame fue una provocación terrorista.
La tercera Guerra Mundial será por enfrentamientos religiosos? 🤔"
en,,"RT @natemcdermott: From the coronation of Henry VI in the middle of the Hundred Years War, to the coronation of Naoleon, to the liberation of Paris form the Nazis, to the funeral mass for Charles De Gaulle, it's mind boggling how much history has occurred at Notre Dame. https://t.co/G4t2k5Uljw"
en,"Lansdale, PA",RT @Reuters: See more photos from Notre-Dame Cathedral fire: https://t.co/rW4hXNmJaW https://t.co/KvsvuEdzUP
en,"Tulsa, OK.","RT @cardinalrlburke: Please join me in prayer for those fighting the fire at the Cathedral of Notre-Dame de Paris. Our Lady of Paris, pray for us! Saint Florian, pray for us! Saint Joan of Arc, pray for us!"
en,,"RT @ChuckWendig: The burning and partial collapse of Notre Dame is hard on so many levels. Hard not to see it both for the loss of itself and what history it carries and also as a symbol for the fragility of things and the dangers and anxieties of our era. I can’t watch it, honestly."
en-gb,Criccieth,"RT @newschambers: While Notre Dame burned, the Al Aqsa Mosque - a thousand years old and one of Islam's holiest sites - also caught fire.

It's been contained but the parallel is eerie. https://t.co/ZlIQsFzkqw"
es,"Viña del Mar - Santiago, Chile","RT @RenzoVaccarezza: La Iglesia de los Doce Apóstoles de #Valparaíso, (a un costado del edificio del Congreso Nacional). Es monumento Nacional desde el 2003, de estilo gótico, debería tener un parecido a Notre Dame, lleva años en el olvido. https://t.co/BbffQQvbDS"
en,"Newcastle,Peterborough,muskoka","RT @DanRather: Why has the burning of Notre Dame moved so many? Because we believe in beauty, majesty, faith, art, history, and the human expressions thereof. We recognize in this cathedral our common humanity. A scar now emerges in our connections to our past, our future, and each other."
en,"Columbus, OH","The Vatican: ""The Holy See has seen with shock and sadness the news of the terrible fire that has devastated the Cathedral of Notre Dame, symbol of Christianity in France and in the world.""
https://t.co/DxSKXuQIpM #NotreDame"
en,"Melbourne, Victoria","RT @tambourine: the horrible Notre Dame news has also made me think of the historic mosques that have recently been destroyed in China, as part of the ongoing attempt to destroy the Uighur culture https://t.co/VJdHv9SYlb"
en,,"RT @BBCNewsnight: We leave you tonight with this extract from the Hunchback of Notre Dame by Victor Hugo, read by actor Tom Hollander #newsnight https://t.co/UJ1XeCGYLK"
en,apartment 20,"RT @NichRangel: Fico pensando que Notre Dame sobreviveu a quase todos os grandes acontecimentos da história. Foi construída em 1163. Viu cruzadas. Revolução Francesa, guerras napoleônicas, duas guerras mundiais e mais uma porrada de coisa. 
Aí pega fogo do nada, numa tarde aleatória de 2019 https://t.co/cAqf16J4Bs"
fr,,"RT @bernardpivot1: Quand la flèche, en feu, de Notre Dame de Paris a basculé dans le vide, c'était comme si, ensemble, l'histoire, la foi et la beauté avaient renoncé devant la barbarie,"
ja,お好み焼き県,"RT @pottermaniajp: パリのノートルダム寺院Notre Dame Cathedralで大規模な火災が発生。同寺院は修復作業中で火は瞬く間に広がり、屋根や尖塔が崩壊。薔薇窓もダメージを受け広報担当官は「何も残らないだろう」とコメントしています..https://t.co/qEWimuUDCv
My thoughts and prayers go out to the people of Paris🙏 https://t.co/J2dKpo3tql"
es,"Monterrey, Mexico","RT @AFP: Paris was struck in its very heart as flames devoured the roof of Notre-Dame, the medieval cathedral made famous by Victor Hugo, its two massive towers flanked with gargoyles instantly recognisable even by people who have never visited the city https://t.co/RjJMi2u4Sd"
en,West Michigan,"RT @ABC: Pres. Trump called the Notre Dame fire ""a terrible sight to behold.""

""That is beyond countries, that's beyond anything. That's a part of our growing up, it's a part of culture. It's a part of our lives."" https://t.co/8EdVeuDkra https://t.co/sYlZQVhnNj"
en,"Winnipeg, Manitoba","RT @HaifaWehbe: Sad news to hear about Notre-Dame de Paris, one of the most beautiful iconic monuments of Paris has been collapsed due to a massive fire.
Praying for everyone's safety 🙏
#NotreDame #Paris https://t.co/eOjFQpsQXa"
en,"Winnipeg, Manitoba","RT @HaifaWehbe: Sad news to hear about Notre-Dame de Paris, one of the most beautiful iconic monuments of Paris has been collapsed due to a massive fire.
Praying for everyone's safety 🙏
#NotreDame #Paris https://t.co/eOjFQpsQXa"
en,"San Francisco, CA","“Love is like a tree: it grows by itself, roots itself deeply in our being and continues to flourish over a heart in ruin.” — Victor Hugo, The Hunchback of Notre-Dame 🇫🇷♥️ Such heartbreak in Paris today, the most beautiful city’s most beautiful dame captured by @gl0be_trotter https://t.co/8F2ZCa9zVX"
en,your girl's crib,"RT @communistbabe: contrary to popular believe, it IS possible to mourn the notre dame and think critically about the constant and ongoing loss of major historic artifacts in places like iraq and syria at the same time"
pt,Portugal,"RT @brunabosz: são tempos sombrios para a história, amigos

museu nacional - 1818
catedral de notre dame -  1345 https://t.co/JVe38DziDm"
en,,"RT @DanielSamperO: — Arden siglos de evolución en la historia, se desploman cientos de años del desarrollo cultural del ser humano, en apenas un instante... 
— Sí, una lástima lo de la capilla de Notre Dame...
— ¿Cuál capilla? !Hablo del homofóbico del Andino!"
es,"Puerto Ordáz, Venezuela",RT @_Shiroki: De verdad que no puedo con lo de Notre Dame... A cada twit que veo del estado de la catedral me pongo a llorar.
id,,"RT @detikcom: Musibah kebakaran meluluhlantakkan Katedral Notre Dame di Paris, Prancis, Senin kemarin (15/4). Gereja ini begitu indah sebelum kebakaran. https://t.co/5xxLLXHCtV"
en,"Michigan, USA",How about we dump trump on notre dame and see if that puts out the fire. Sounds about as intelligible as his plan 😡
pt,"Lisboa, Portugal",Perae. Vcs tão cobrando do bozo coerência sobre as diferentes posturas  relação ao Museu Nacional e a Notre Dame? Ele foi mega coerente sim. Na cabeça doentia dele.
en,"Philadelphia, PA",RT @KamVTV: The cross of Christ still stands untouched inside Notre Dame Cathedral. Incredible. ⛪️ https://t.co/o8sUfnldbX
en,Minnisota,RT @neontaster: This picture really shows the scope of the disaster at Notre Dame. https://t.co/6DlFJ6gAf1
es,"Misiones, Argentina","RT @Arielmn_: El incendio de Notre Dame es una catástrofe cultural y patrimonial para toda la humanidad, se queman años de historia, aclaro que no creo en Dios y nunca me gustó la Iglesia como institución, pero solo un idiota completamente ideologizado podría alegrarse de esto."
en,"Sydney, New South Wales",here are some photos of Notre Dame I was luckily enough to visit back in January https://t.co/Ua3C8lilkt
pt,,"Fim triste de boa parte da Europa, igreja Notre Dame aguentou 850 anos, revoluções, duas guerras mundiais. Para ter este fim melancólico. Sarracenos já dominaram a França. https://t.co/AXTPu32hqG"
en,Mexico,RT @Foro_TV: Dan a conocer las primeras imágenes del interior de la catedral de Notre Dame tras incendio https://t.co/WO5ulAkl3P
en,Tema,"RT @NAkufoAddo: The Ghanaian people and I are shocked by the news of the destruction of the great Parisian Cathedral, Notre Dame, one of the most iconic buildings of world civilization and extend our heartfelt condolences to President @EmmanuelMacron and to the French people on their great loss."
es,,"RT @lopedetoledo: Puedo entender que no creas en Dios.
O que la religión te parezca un engaño.
Pero joder, que solo el rosetón de Notre Dame ya es una obra de arte. ¿Cómo puede haber borregos celebrando que se queme? https://t.co/3SkRBxfbPX"
en,Michigan,RT @kylebeshears: This picture of the cross still standing amid the ruins of Notre Dame is quite the picture of hope. https://t.co/lON2eyDPda
en,Texas 🇨🇱,RT @Reuters: Fire devastates Notre-Dame Cathedral - see the structure: https://t.co/C5RrOchuvh See how the fire unfolded: https://t.co/vy2wID5NXN via @ReutersGraphics https://t.co/6JIrFShrGW
en-GB,,"RT @DiannaAgron: It is absolutely tragic to see 850 years of history engulfed in flame. I have walked by Notre Dame countless times, always in complete awe of its beauty. Sending my love to everyone that feels as heartbroken as I do about this moment in time. https://t.co/ZEELf1i5Lm"
en,"Lat Krabang, Bangkok","RT @HistoricalStuff: Heartbreaking footage of the Notre Dame spire falling. The cathedral was built in the 12th century, a piece of history crumbling before our eyes https://t.co/kSWPUDxUJe"
en,,"RT @BarackObama: Notre Dame is one of the world’s great treasures, and we’re thinking of the people of France in your time of grief. It’s in our nature to mourn when we see history lost – but it’s also in our nature to rebuild for tomorrow, as strong as we can. https://t.co/SpMEvv1BzB"
en,,RT @gatewaypundit: BREAKING: ON FRIDAY Female Jihadi Jailed Over Attempted Car Bombing Outside Notre Dame Cathedral https://t.co/lBLIZSQ3AN via @gatewaypundit
en,"Boston, MA",Thank you @BarackObama for your inspiring message during this time of grief for Notre Dame. It is strength that will get us through this tragedy. https://t.co/NrSJo0MVv4
en,"Los Angeles, CA",RT @emma_chapple: The artists who worked on Disney's The Hunchback of Notre Dame were allowed private access into the Cathedral and out of it came some of the most gorgeous artwork in any animated film. This is all I have to add 💔 https://t.co/nJRHfYbq3m
es,,"RT @AlejandroSanz: Lloro porque hoy es un día triste para el arte, la historia, la arquitectura, para la perfección creada por el hombre…Notre Dame está sufriendo el peor de sus enemigos...😔    #Paris ❤️ 🙏🏻 
#NotreDame https://t.co/rXYZG3iqJc"
en,,"RT @paralelo_x: Impactante fotografía del incendio de la catedral de Notre Dame, momentos antes del desplome de tu torre de aguja. https://t.co/7XlVvD7quW"
en,"College Park, MD",RT @BrianKUSC: NBC is reporting the organ at Notre Dame Cathedral (the largest organ in France) was not damaged. 🙏
en,Philippines,RT @washingtonpost: Photos and video of the Notre Dame Cathedral fire in Paris https://t.co/I3LTf7Ot9S
es,,"RT @berna_leon: Esto acaba de pasar en uno de los puentes, a metros de Notre Dame. https://t.co/DJ5CFgj3qG"
pt,,"corcunda de notre dame era a único filme da disney que eu tinha a fita cassete quando criança, logo, foi o filme da disney que eu mais vi na vida"
en,CLCE,RT @JonahMarais: these videos of notre dame are so heartbreaking. damn. sending my love paris. 😕♥️🇫🇷
es,Argentina,"RT @abrilsagasti1: Hoy un pedazo de historia desapareció. Notre Dame, Paris https://t.co/Kgum8q5kPe"
pt,,"RT @syiphee: Notre-Dame, Paris https://t.co/2bLCCUmAos"
en,New Mexico,"RT @PrisonPlanet: Hi @JaneLytv - you lied about me in your BuzzFeed article. 

Correction or do you not care about accuracy?

https://t.co/SWgpQ648S1"
es,México,"RT @LeonKrauze: El extraordinario museo de historia Brasil.
La belleza milenaria de Notre Dame.
Solo dos ejemplos de nuestra continua e inaudita incapacidad para proteger el patrimonio de la humanidad.
En la antigüedad sobran ejemplos horrendos, pero en pleno siglo XXI?!
imperdonable."
es,ARGENTINA 🇦🇷,"RT @esaumourix: Notre Dame:
Resistió a las guerras de religión. 
Resistió a la Revolución Francesa.
Resistió a la Comuna Parisina.
Resistió indemne a dos guerras mundiales.
Resistió más de ocho siglos al paso del tiempo. 

Pero no ha podido resistir a nuestra época #NotreDameParis  #NotreDame https://t.co/Bpec05A0wp"
en,Winterfell of North,"RT @BarackObama: Notre Dame is one of the world’s great treasures, and we’re thinking of the people of France in your time of grief. It’s in our nature to mourn when we see history lost – but it’s also in our nature to rebuild for tomorrow, as strong as we can. https://t.co/SpMEvv1BzB"
en,,Huyyy https://t.co/z8rZHQgzbM
en,,"RT @BBCNewsnight: We leave you tonight with this extract from the Hunchback of Notre Dame by Victor Hugo, read by actor Tom Hollander #newsnight https://t.co/UJ1XeCGYLK"
fr,,"RT @AFP: #BREAKING French billionaire Pinault pledges 100 million euros towards rebuilding Notre-Dame, according to statement https://t.co/85oAyp6hrh"
en,,"RT @JoeBiden: For centuries, Notre Dame Cathedral has withstood wars, revolutions, and the test of time. It is a symbol of faith &amp; a testament to history. And even as our hearts break to see it burn today during the holiest week of the year for Catholics, I have faith that it will rise again."
en,,"RT @Nightline: “It has survived so much—from the French Revolution to Nazi occupation—to watch its devastation is excruciating.""

The national and architectural significance of the historic Notre Dame cathedral: https://t.co/bgBjpqngPD https://t.co/jtjbXCuWpt"
en,"Ellicott City, MD","RT @RepAdamSchiff: Les cœurs des Français, des Américains et de tous ceux qui ont été témoins de la grandeur de la cathédrale Notre-Dame sont brisés aujourd'hui. Quelle tragédie, une perte incalculable. Nous pleurons ensemble, mais nous reconstruirons."
fr,,@MrThoomasss ouais quel miracle que notre dame ait brulé ...idiot va !!!
en,,RT @kylebeshears: This picture of the cross still standing amid the ruins of Notre Dame is quite the picture of hope. https://t.co/lON2eyDPda
en,"Lincoln, NE","RT @communistbabe: contrary to popular believe, it IS possible to mourn the notre dame and think critically about the constant and ongoing loss of major historic artifacts in places like iraq and syria at the same time"
en,,RT @JoeTalkShow: The attacks on Catholic churches in France is nothing new.  https://t.co/8voKZMW6wB -- all of these should be reported along side Notre Dame.  #NotreDame #NotreDameFire #NotreDameCathedral #NotreDamedeParis
en,11.16.15 • 4.5.17,RT @Camila_Cabello: my heart is breaking seeing the fire at notre dame. I’ll never forget walking in the first time in Paris and being in awe of the beauty of it. 💔
en,United States,"RT @vmbb12: As a Roman Catholic it is really hard to watch liar, @BernieSanders unhinged disposition, acting like he’s scolding his two children @marthamaccallum and @BretBaier while Notre Dame Catholic Church burns. #CommunistSanders"
en,"Bay Harbor Islands, FL","RT @fond_patrimoine: Call for donations to help rebuild Our Lady of Paris, Notre-Dame cathedral, after the brutal fire that has partly destroyed it.  🙏
The Fondation du patrimoine is a private organization dedicated to saving french cultural and natural heritage.
➡https://t.co/QAB3kFhsK0 https://t.co/0fv4Nc3fl1"
en,NYC & CT,"RT @thedogist: Jack, Jack Russell Terrier (3 y/o), Cathédral Notre-Dame, Paris, France (August 19, 2015) https://t.co/Pglq3T5sUJ"
en,Kona Kehei Honolulu Scottsdale,"RT @YourMomsucksTho: Obviously Trump set Notre Dame on fire, just wait, you'll hear about it."
es,México,RT @Dieg8jeda: ¿Cómo va su oposición tóxica? ¿Ya culparon a AMLO del incendio de Notre Dame?
en,"Kitsap County, WA","RT @becket: Crazy photo of the altar inside Notre Dame, by Reuters' Philippe Wojazer https://t.co/KjRPSVKJRA"
ko,대한민국 서울,"RT @TeamTrump: The Notre Dame Cathedral is one of the great treasures of the world. 

Our thoughts and prayers are with those in Paris!

#NotreDame https://t.co/XDfMpSK615"
es,México,RT @lopezdoriga: La UNESCO ofrece ayuda al gobierno de Francia para restaurar y salvaguardar la catedral de Notre-Dame https://t.co/8PDGv4Ddvu https://t.co/VTq9ioAnal
en,,‘ALLAH EST GRAND’: Muslims laugh as blaze destroys Notre Dame cathedral during Holy Week https://t.co/To7hMWGJ01 via @pamelageller
en,,"RT @MTMehan: True story: one of my students, whose thesis concerned Notre Dame cathedral, finally, years later, got to visit #NotreDame yesterday!

Happy for him, and so sad for all the rest of mankind who now will never see such beauty and grace. (This is his photo —from yesterday!) https://t.co/cbEB3oKRxu"
en,"Sellersburg, IN","RT @NatGeo: Notre Dame became an urban icon and the backdrop against which generations of Parisians lived their lives. Today, a devastating fire threatens 800 years of history https://t.co/jtMFzDmrEL"
en,"New York, NY",RT @Jake_Hanrahan: Firefighters at Notre Dame. Incredible photo by Yoan Valat. https://t.co/2CYqge6NRK
pt,"Recife, PE","RT @ProfessorDum: Lumos for Paris! Nossa solidariedade aos católicos e ao povo de Paris pelo terrível incêndio que atingiu a catedral Notre Dame Nossa Senhora de Paris. Mais de 800 anos de história sendo destruído pelo fogo, um patrimônio mundial. Muito Triste! https://t.co/IDSStuI4PV"
es,Panamá,"RT @InvictosSomos: Un monumento histórico para Francia, Europa y todo el mundo se vio afectado por un terrible incendio. Duras y tristes imágenes de uno de los más grandes patrimonios arquitectónicos y culturales de la humanidad. Catástrofe en La Catedral de Notre Dame. https://t.co/LWFMPmmb0z"
en,Egypt,"RT @AFP: #UPDATE Paris fire brigade chief Jean-Claude Gallet said ""we can consider that the main structure of Notre-Dame has been saved and preserved""
https://t.co/LaavD48KYj https://t.co/4UvUP0amJ4"
fr,Paris 22y,"RT @baptoubaptou: Très saoulé par les critiques envers les @PompiersParis, thread vous expliquant un peu les difficultés de la tâche face à l'incendie gigantesque de la charpente de la Cathédrale Notre Dame #NotreDame.
Je suis pompier, pas vraiment expert incendie mais éléments de réponse :"
ja,,"RT @BBCBreaking: The moment the Notre-Dame cathedral spire collapsed

#NotreDame latest: https://t.co/qtVHI2MEuG https://t.co/Cc80Q3WcQQ"
es,"Valladolid, España","RT @MrRostesForever: Me parece perfecto que cada uno tenga sus creencias religiosas, pero mofarte del incendio al ver en llamas un Patrimonio de la Humanidad me parece enfermizo.

La pérdida que supone un símbolo como Notre Dame pars París es enorme, un símbolo que tiene más de 800 años. https://t.co/76xXencYrd"
en,"San Francisco, CA","RT @richardbranson: How truly sad to see the fire at Notre Dame, one of the world’s great landmarks. Hope everyone in Paris is looking out for each other."
es,Quito Ecuador,"RT @elcomerciocom: #ATENCIÓN | La emblemática aguja de la catedral de Notre Dame de París, en Francia, se derrumbó por el incendio que consume esta pieza arquitectónica » https://t.co/O6ap0bSOKz https://t.co/P97dXcLWlz"
es,,"RT @MrReyKing: Gente que creció sin carencias y complejos: Qué mal pedo lo de Notre Dame, es un daño irreparable. 

Gente que creció traumada y acomplejada: AH DOBABES CHES MAMONES UBIERAN DICHO ESO CUANDO YEGARON A DESTRUIR TODO LOS EUROPEOS CON NUESTROS INDIJENAS CHES BLANKITOS !!!"
