language,location,message
tr,Outer Heaven,"Madem Notre Dame'ın yanması bu kadar sansasyon yarattı, yapıyı onarmadan bırakın. Aptallık ve ibret anıtı olarak dursun. İnsanlar ölüyor, bırakın yapılar da ölebilsin."
en,,"RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
en,UK,RT @O_Rich_: THREAD on Act 23 of #GiletsJaunes. My first stop will be Notre Dame. Stay tuned.
en,Heading to success ISA ✔✔✔,"RT @Bafana_Nhlapo: Mozambique has had to surrender it's  sovereignty to the IMF in an attempt to reconstruct. This, in exchange for $118 million dollar credit. About 8000km away, the French received donations of over $660 million in only 3 days for the Notre Dame. ""Black child, you are on your own"" https://t.co/uq3qhkgH7K"
en,"Virginia, USA","RT @RejeanHebert1: Chief architect of Notre Dame: 'We installed new detection system in 2010, and completely rewired the cathedral, so the fire wasn't caused by electrical short-circuit'
@REALDONALDTRUMP @POTUS #QAnon #Qanuck #AskTheQ #FISA

https://t.co/wKIAb2G7qD"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @jonlovett: New Lovett or Leave It after a BIG week. Thank you to @RepAdamSchiff for joining to talk the Mueller report and congressional response. Plus @JasonLeopold @paulwdowns and @tweetrajouhari on Bernie’s Fox News town hall, Notre Dame instagrams, and more.
https://t.co/9oYYMZCxie"
en,Palembang,"RT @nationalpost: Yellow vest anger burns in France, fuelled by donations to rebuild Notre Dame https://t.co/UI6zfwce5W https://t.co/phKZROximc"
en,"Colorado, USA","RT @parisreview: “What would it mean, at a time when civilization itself was starting to seem like a failed idea, for one of civilization’s signal achievements to burn to the ground.” https://t.co/nPuLmmwAV0"
es,,RT @accidentalhurt: I know that the Notre Dame is a very important landmark but the fact that billionaires have pledged over 600 million dollars in under 24 hours to help fix it just really puts into perspective how easily rich people could help solve world issues if they cared
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,#blacklivesmatter,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,Northwest Pacific,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,Decentraland,RT @CCNMarkets: World’s Largest Bitcoin Exchange Wants to Help Rebuild Notre Dame https://t.co/PKECugsBNN
en,,"RT @osana_doman: Joyeuse Pâques à tous ! Que la Résurrection de notre Seigneur abonde vos coeurs d amour et de paix. Aidons ceux dans le besoin. Alleluia ! Très belle Messe ce soir à l'Eglise Chaldéenne St Jean Apôtre. Vive Notre Dame, Vive le Christ Roi."
en,"Colorado, USA",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,Sleeping,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,,"RT @lafrancelibretv: #NotreDame: Le ministère de la culture a demandé aux architectes des monuments historiques de communiquer avec des éléments de langage ""autorisés"". Benjamin Mouton, ex-architecte de la cathédrale, ne pourra plus dire que l'incendie est ""incompréhensible"".  https://t.co/kaOE6ZlRXn"
en,Canada,"RT @RejeanHebert1: Chief architect of Notre Dame: 'We installed new detection system in 2010, and completely rewired the cathedral, so the fire wasn't caused by electrical short-circuit'
@REALDONALDTRUMP @POTUS #QAnon #Qanuck #AskTheQ #FISA

https://t.co/wKIAb2G7qD"
en,"San Antonio, TX",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
pt,Brasil,"RT @potrosbr: @GreencastBR @RaiderNationBra @TexanosBrasil @InFormationNFL @SeahawksBrasil @CowboysBRA @PadrinhosFA @GiantsNationBR @dirtybirdbrasil @PhinsBr @lambeauleapers_ @legadaosb @DRAFT1000GRAU @LionsBrazil @Jaguars_Br @TBBuccaneersBR @oMaiorDeNY @NinersDoCaos @RedskinsBrasil @blackyellowbr @BRavensBRA Com a escolha #26, o @potrosbr seleciona para o Indianapolis Colts o IDL Jerry Tillery, Notre Dame. #BrasilMockDraft https://t.co/CZYoloYdKO"
en,"Vancouver, British Columbia","RT @Bafana_Nhlapo: Mozambique has had to surrender it's  sovereignty to the IMF in an attempt to reconstruct. This, in exchange for $118 million dollar credit. About 8000km away, the French received donations of over $660 million in only 3 days for the Notre Dame. ""Black child, you are on your own"" https://t.co/uq3qhkgH7K"
en,genes house,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,Côte d'Ivoire,"RT @afpfr: Bien avant Notre-Dame de Paris, il y avait en Syrie une petite église du Vème siècle à l'architecture préfigurant celle de la célèbre cathédrale. Entourées par les maisons basses du village de Qalb Lozeh, les ruines de l'église tiennent toujours debout malgré la guerre #AFP https://t.co/YyMdZfMs1r"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,Tenjo Colombia,"RT @P_regino: Catedral Notre Dame. Monumento histórico, arquitectónico, espiritual y literario de la humanidad, Ubicado en la capital Luz, de Francia. https://t.co/2FLYZNEaqX"
en,Oklahoma,"RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
es,,"RT @tele_1313: Francia rechaza ayuda de Piñera para reparar iglesia de Notre Dame: ""No queremos nada que venga de ese simio yeta, capaz que se nos queme la wea de nuevo"" https://t.co/MVHt63BsAT"
es,,"RT @hugoguionista: Soy ateo y no quise opinar sobre el incendio en Notre Dame, pero han pasado los días y hemos visto a muchos llorar por este ""patrimonio de la humanidad"" mientras recaudan miles de millones para volver a ""enchularlo"" como si fuera prioridad. 
Y no, no lo es
Háblame de prioridades https://t.co/TQ73FrJxkf"
en,"Connecticut, USA","Arson Still Likely Cause of Notre Dame Fire, 2643 https://t.co/LCE0hv1ymv via @YouTube"
en,Midwestern heart/Texas Home. #TeamPatriot,St Sulpice is the 2nd largest cathedral in Paris. Tonight they welcomed in the members of Notre Dame Parish for Easter Vigil Mass. https://t.co/CkUIJ0xen6
es,Colombia,"RT @GustavoBolivar: #Reflexión
Notre Dame se reconstruye en 5 años. World Trade Center se reconstruyó en 10. En la  Amazonía están quemando árboles q tardan 100 años en crecer. En Col se deforestaron 280 mil hectáreas de bosques en 2018 (Tamaño de Btá, Medellín y Cali juntas)
https://t.co/smIe1NkmtD https://t.co/CGW5n30OiH"
en,dirt,@JSpiederman @notwokieleaks ye https://t.co/9iWmYSq4pH
en,,"RT @BillyArmagh: Before the news cycle moves on, please notice and absorb this fact: in a few hours, three billionaires shrugged, yawned, and dropped $752,652,500.00 to rebuild Notre Dame, and that was spare change.

Imagine what we’d build if we taxed our resources back from billionaires."
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,Lost in the city,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,Near The Vineyards,RT @PeteButtigieg: So great. #GoIrish  https://t.co/dTFwG9oOLP
es,Valladolid,RT @memescastilla: Esta es mi propuesta para la reconstrucción de Notre Dame: Sustituir la aguja por un buen palomar de adobe https://t.co/05noyVnrOs
en,,RT @charlescwcooke: Let’s stick it to fascism by ruining our best architecture! https://t.co/NoEaL2clQc
en,"New Jersey, USA",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,stream persona,"RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @n_yang: The bees are alive! PARIS (AP) — The 180,000 bees kept in hives in Notre Dame Cathedral that were thought to have perished in this week's fire have been discovered alive."
en,"London, England",RT @PeteButtigieg: So great. #GoIrish  https://t.co/dTFwG9oOLP
en,"Phoenix, Arizona",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
de,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,,RT @lemondefr: Notre-Dame : la France veut une coopération européenne pour sauver le patrimoine en péril https://t.co/GgPWIsIEWO
en,USA,"RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
en,Universe,RT @HighImpactFlix: .... Catholic Church with damnation or indulgence (nothing more than state manipulation and capitalization of the superstition of the masses) have we forgotten that Notre Dame is the focal point for one of the largest pedophile cults known to man?  How many alter boys....
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
en,sunshine state,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,cabana hammock,"RT @tictoc: Here's how Assassin's Creed could help rebuild Notre Dame, after this week's fire @Ubisoft https://t.co/k18Cpirius"
en,A Synapse near Ewe,"RT @itsjustkayaa: So Masjid Al-Aqsa also caught fire but on the same news page where they reported it, they switch straight into the Notre Dame in Paris and go on to talk about that more? Doesn’t make sense to me really. https://t.co/2YcLjxWaCZ"
en,,"RT @GabMagni: A problem of charitable giving well explained by @robreich: it is private spending of public money

When the rich make donations, they get tax deductions - and deprive governments of the possibility to decide how to spend the foregone tax revenue

https://t.co/UY9oSRVpHi"
pt,São Paulo,"RT @heversonsantos5: LILY SAFRA HERDEIRA DO BANCO SAFRA DOOU 88 MILHÕES PARA A CATEDRAL DE NOTRE DAME. 

MAS NÃO DOOU NEM UM CENTAVO PARA AJUDAR NA RECONSTRUÇÃO DO MUSEU NACIONAL NO RIO DE JANEIRO E NUNCA DOOU METADE DISSO PARA CARIDADE OU PROJETOS NO BRASIL.

MAS TÁ BOM NÉ. O DINHEIRO É DELA. 🤔 https://t.co/UW88bmofxj"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
pt,Salvador- Bahia,RT @el_pais: Las cerca de 200.000 abejas que habitan Notre-Dame han sobrevivido al incendio que devastó el techo de la catedral parisina el pasado lunes https://t.co/9XaSsJmJwC
fr,Quelque Part,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Sandy, UT","RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
en,"Eugene, OR   #GoDucks ","RT @SportsPac12: 2019 Spring Game Attendance

86K—Nebraska
62K—Alabama
61K—Ohio State
61K—Penn State
60K—Clemson
51K—Tennessee
50K—Oklahoma
39K—Florida
35K—Oregon
30K—Notre Dame
19K—West Virginia
16K—Kentucky
10K—Arkansas
 8K—Pitt"
en,"Toronto, Ontario",RT @680NEWS: Many of those protesting in the streets of Paris exclaimed shock at how France's elite have donated huge sums of money to renovate stones when humans are struggling to make ends meet.  https://t.co/3zA9cIth5d @carynceolin
en,konoha,"RT @Watheq25: Masjid AlAqsa is 128 years older than Notre Dame, one of Islams holiest sites, and is literally under attack all the time. It was burning the same night the Cathedral, but no one gives a shit cause it's in Palestine. https://t.co/PDowTy3Kor"
en,,RT @JerryDunleavy: Many who want to destroy the original beauty of Notre Dame &amp; rebuild it in their own image will do so under the guise of “inclusivity” or “sticking it to the Alt-Right” but it’s actually just a big “Fuck You” to Catholics about one of our most beautiful buildings during HolyWeek.
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,Ldn||Lei,RT @angelaphxx: Please some explain why Ghana and Guinea are both donating 2 milion dollars for the Notre Dame
pt,,RT @redliveOfficial: Metiam este gajo no Notre-Dame e era escusado esta merda toda https://t.co/35wlAx8vFF
en-gb,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,"Chicago, IL","RT @OscuraPraetoria: JIHAD AGAINST CHURCHES 
The symbolism of Notre Dame burning. #MAGA #POTUS #Trump2020 @realDonaldTrump #NotreDame #NotreDameFire   https://t.co/5xYHfmELZh"
en,"Boston, MA USA",Hugh Fitzgerald: The Fire at Notre-Dame and Muslim Schadenfreude (Part One) https://t.co/O9ncKdwDBb
pt,brasil,"""Se Edir Macedo ver o quanto a Catedral de Notre Dame arrecadou em 4 dias ,

ele manda tacar fogo no Templo de Salomão"" 🤭"
pt,brasil,"""Se Edir Macedo ver o quanto a Catedral de Notre Dame arrecadou em 4 dias ,

ele manda tacar fogo no Templo de Salomão"" 🤭"
en,"Tallahassee, FL","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
fr,"Ile-de-France, France","RT @francebleu: Stéphane Bern : ""Je suis pour qu'on refasse Notre-Dame à l'identique"" #NotreDame https://t.co/3moNgkdmOI https://t.co/BrcDK3jLXr"
en,CA,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Wichita, KS","RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
en,"Sheffield, England",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,Greenstone,"Chief architect of Notre Dame: 'We installed new detection system in 2010, and completely rewired the cathedral, so the fire wasn't caused by electrical short-circuit'
@REALDONALDTRUMP @POTUS #QAnon #Qanuck #AskTheQ #FISA

https://t.co/wKIAb2G7qD"
en,"Hawaii, USA",RT @redliveOfficial: Metiam este gajo no Notre-Dame e era escusado esta merda toda https://t.co/35wlAx8vFF
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,United Kingdom,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @Gettingtrump: Notre Dame FF didn't work...

France's Yellow Vest protesters return to the streets enraged by billions pledged to rebuild Notre Dame https://t.co/UelyBXReZz #FoxNews"
en,Morayfield QLD,"@PaulineHansonOz If Turdbull wants to build the Notre Dame that's ok, let him use his own money, Mr Fancypants."
en,"Atlanta, GA",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
pt,São Paulo-capital.,"RT @piperno: Depois de 3 meses, Neymar estará de volta neste domingo. Em Paris. o craque reforçará o PSG contra o Monaco. As duas equipes vestirão camisas com homenagens â Catedral de Notre Dame. O jogo poderá garantir mais um título nacional ao clube parisiense, que vem de duas derrotas. https://t.co/1ZdXsVn262"
en,東京 豊島区,"RT @DisneylandParis: Le Bossu de Notre-Dame, Carnaval des Fous - 1997 ❤ #FlashbackFriday https://t.co/fphWN1vzPr"
en,,"RT @TheRealHolli: I get that Notre Dame is an important landmark, but the fact that in just under a week the billionaires of the world have pledged 700 million dollars to its restoration really puts into persepective how easily rich people could help solve the worlds issues if they cared."
fr,Guinée,"J'ai 8 tonnes de ciment ,100 feuilles de tôles , 3 chargement de sable et 4 camions remplies de granit pour la reconstruction de notre dame de Paris mais sa me reste le visa pour déposer mon don .
#KINKELIBA"
es,,RT @memescastilla: Esta es mi propuesta para la reconstrucción de Notre Dame: Sustituir la aguja por un buen palomar de adobe https://t.co/05noyVnrOs
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Michigan, USA","RT @nytimes: Yellow Vest protesters, barred from rallying near a burned Notre-Dame cathedral, still turned out for the 23rd weekend of protests in France https://t.co/Eb4lSZRctU"
en,"Washington, DC","RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
en,"Brooklyn, NY","RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
es,"Luis Guillón, Buenos Aires","RT @francoscilletta: Si tuvieras €200.000.000
¿Que elegirías?

A) Restaurar la Catedral de Notre Dame
B) 5 Huevos Kinder Gran Sorpresa"
en,"London, England",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,"Washington, DC","RT @Robeno: What a week for the MSM. 

AP feels the need to explain, during Holy Week, that Notre Dame is a religious site. 

The NYT thought the Body of Christ was a statue. 

And to top it off @maggieNYT doesn't realize 'Edelweiss' is a song about resisting Nazis

https://t.co/PFW3624rQB"
en,"Hammond, Illiana","RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
en,"Boston, MA USA",Quebec: Muslim pol who called Notre Dame fire “wrath of Allah” worked for CAIR-Canada https://t.co/28luMB2Uk6
en,,"RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
en,"ni de aqui, ni de alla.","RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
en,kili,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,the listening skies *blue vc*,@youwerelxved @AsliYonce @titanbaddie cmon nose looking like notre dame cathedral falling down! 💀 https://t.co/5jlB5UwLLZ
en,Brazil,"RT @bernardopkuster: Não adianta falar em tolerância entre religiões enquanto um dos lados comemora o incêndio de Notre Dame e mata, muitas vezes decaptando, milhares de cristãos todo ano. O multiculturalismo é a vaselina para Os Submissos! Nada mais."
fr,Nîmes,"RT @Simoniona1: Notre Dame April 2019: Das erste Grundstück wurde online gestellt. Wenn es sichtbare Zeichen des Wiederaufbaus gibt, werden weitere Grundstücke folgen. The first lot is online. As soon as there are visible signs of reconstruction, more lots will follow. No CC, EA-ID: Simoniona https://t.co/GZDRt1VcWI"
fr,In The Matrix,"RT @louisducdanjou: La Semaine Sainte a commencé par le tragique incendie de Notre Dame, qu'il soit une incitation à convertir nos cœurs. Que le Christ règne sur nos cœurs apaisés, que Notre Dame protège le peuple de France qu’Elle affectionne tant! 
Le Christ est ressuscité! Joyeuse fête de Pâques! https://t.co/LQSAA2XqDa"
pt,Onett,@AliceSendo O próximo será Notre Dame-chan
en,"Boston, MA",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
de,Lasberg,Eine Milliarde Euro für Notre-Dame - aber kein Cent vom Vatikan https://t.co/bYGPv9Iej0
en,New York,French yellow vest protesters are marching anew to remind the government that rebuilding the fire-ravaged Notre Dame Cathedral isn't the only problem the nation needs to solve: https://t.co/oHpY7ZfwV5 https://t.co/rm7l79YdeE
fr,Paris (95),"RT @adelou__: Aujourd’hui, Notre-Dame est morte. Ou peut-être hier, je ne sais pas. J’ai reçu un télégramme de Macron : « Nous rebâtirons Notre-Dame en 5 ans. » Cela ne veut rien dire. C’était peut-être hier."
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,,"Notre-Dame ""quasi sauvée"", selon le ministre de la Culture Franck Riester  https://t.co/O0qI28bNMk via @LePoint"
en,,RT @rvfaell: The French burning the Cathedral just to make sure Americans don’t have where to film a live-action of The Hunchback Of Notre Dame https://t.co/eGIfsHDGTy
en,United States,"@torah2thetribes Commentary On Notre Dame burning 🥵 

Crown of Thorns Rescued
By Chaplain Fire Fighter 
Crown of Thorns Mocked JESUS
Yeashua Messiah of Nazareth

Mans Pride 
is the message here both time seeking to destroy 

The Holy Cross And Pieta are Central to Holy Week"
en,🤡🌎,"RT @Arch_Revival_: And so it begins..

""The new spire on Notre Dame could be a 'super-slender needle touching heaven’s clouds', a minaret or a work of art composed entirely of light, according to some of Britain’s leading architects""

Keep architects away from Notre-Dame!

Restoration, not redesign https://t.co/EtWOw8MdRQ"
fr,Dans le monde du réel...,@LAUREPIERRE Plus que de prévention incendie 🔥 à Notre-Dame
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
pt,Brasil,"@jutripode Não sei, mas suspeito que seja porque estão protestando contra as doações para a Notre Dame."
pt,,"@LizMotta4 Tem caroço nesse angu, Notre Dame e agora isso. Tá muito estranho tudo isso...."
pt,,"RT @cartacapital: Revoltados com doações de quase € 1 bilhão para a reconstrução da igreja, os militantes querem lembrar os cinco meses de crise social no país. 
Saiba mais - https://t.co/MVbW1cZrhF"
en,,Protesters angry at huge donations for Notre Dame https://t.co/ooAbNmcoaW
fr,"Lyon,  France ",RT @BrigitteLambe20: Visiblement 2 sales gamins.  Et peu importe le lieu exact de ce rire refoulé   On se croirait dans une salle de classe. Et c’est au moment où la Cathédrale Notre Dame brûle toujours et encore.... il n’y a pas de mots .... https://t.co/ggelNJ8qyg
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,D.F.,"RT @Alfonso_AraujoG: &gt; Se quema Notre Dame: 
El Presidente Macron va de inmediato y ahí mismo da un mensaje de consuelo y dice que se reconstruirá

&gt; Hay una masacre en #Minatitlan:
El presidente no da la cara, ataca a sus opositores.

Encuentre las 100 diferencias entre ambas imágenes
#AMLORENUNCIA"
en,256,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,canada,"RT @nationalpost: Yellow vest anger burns in France, fuelled by donations to rebuild Notre Dame https://t.co/UI6zfwce5W https://t.co/phKZROximc"
en,Snort Snort Imma Dwagon,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
